hcp_id,first_name,last_name,specialty,segment,territory,city,state,practice_type,account_tenure,opt_out_flag,channel_preference,interaction_count_digital_ad,interaction_count_email,interaction_count_phone_call,interaction_count_rep_visit,interaction_count_webinar,successful_interactions_digital_ad,successful_interactions_email,successful_interactions_phone_call,successful_interactions_rep_visit,successful_interactions_webinar,success_rate_digital_ad,success_rate_email,success_rate_phone_call,success_rate_rep_visit,success_rate_webinar,last_engagement_date_digital_ad,last_engagement_date_email,last_engagement_date_phone_call,last_engagement_date_rep_visit,last_engagement_date_webinar,recency_days_digital_ad,recency_days_email,recency_days_phone_call,recency_days_rep_visit,recency_days_webinar,frequency_score_rep_visit,recency_score_rep_visit,frequency_score_phone_call,recency_score_phone_call,frequency_score_webinar,recency_score_webinar,frequency_score_email,recency_score_email,frequency_score_digital_ad,recency_score_digital_ad,channel_score_rep_visit,channel_score_phone_call,channel_score_webinar,channel_score_email,channel_score_digital_ad,weighted_engagement_score,engagement_rank,engagement_level,recommended_channel,engagement_eligible
398,Joshua,Tyler,endocrinology,high_value,TERR_19,Albuquerque,NM,clinic,1.8,False,In-Person-Heavy,7.0,10.0,5.0,9.0,4.0,0.0,1.0,3.0,5.0,0.0,0.0,0.1,0.6,0.5555555555555556,0.0,2025-09-29 11:00:00,2026-01-02 13:00:00,2025-08-29 13:00:00,2025-09-04 10:00:00,2025-12-17 08:00:00,95,0,126,120,16,0.5294117647058824,0.2,0.3125,0.1923076923076923,0.4,0.6521739130434783,0.5882352941176471,1.0,0.4375,0.24000000000000005,0.4766013071895425,0.4322115384615385,0.25043478260869567,0.42647058823529416,0.17925000000000002,37.04,144,Medium Engagement,rep_visit,True
399,Robert,Villa,primary_care,low_value,TERR_21,Baltimore,MD,clinic,2.7,False,Digital-Heavy,3.0,7.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.0,0.0,2025-11-14 15:00:00,2025-12-03 11:00:00,2025-08-18 12:00:00,,,49,30,137,,,0.0,0.0,0.0625,0.17964071856287425,0.0,0.0,0.4117647058823529,0.5,0.1875,0.379746835443038,0.0,0.5546781437125748,0.0,0.36638655462184877,0.1321993670886076,18.57,438,Low Engagement,phone_call,True
400,William,Hoover,dermatology,medium_value,TERR_31,Las Vegas,NV,private_practice,1.6,False,Mixed,13.0,11.0,5.0,0.0,5.0,2.0,2.0,1.0,0.0,2.0,0.15384615384615385,0.18181818181818182,0.2,0.0,0.4,2025-12-26 09:00:00,2025-12-31 16:00:00,2025-11-17 08:00:00,,2025-09-18 09:00:00,7,2,46,,106,0.0,0.0,0.3125,0.39473684210526316,0.5,0.22058823529411764,0.6470588235294118,0.9375,0.8125,0.8108108108108107,0.0,0.27269736842105263,0.3941176470588235,0.47252673796791445,0.48283523908523907,27.67,298,Medium Engagement,digital_ad,True
401,Justin,Evans,dermatology,medium_value,TERR_05,Sacramento,CA,clinic,3.7,True,Digital-Heavy,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.6,0.0,,,,2025-12-22 09:00:00,2025-09-11 13:00:00,,,,11,113,0.29411764705882354,0.7317073170731707,0.0,0.0,0.1,0.2097902097902098,0.0,0.0,0.0,0.0,0.5345767575322812,0.0,0.07195804195804195,0.0,0.0,17.48,453,Low Engagement,Do Not Contact,False
402,Brenda,Duarte,dermatology,medium_value,TERR_38,Cleveland,OH,private_practice,3.3,False,Mixed,9.0,8.0,5.0,1.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.25,0.0,1.0,0.2,2025-12-17 16:00:00,2025-12-10 15:00:00,2025-09-25 10:00:00,2025-02-14 09:00:00,2025-12-03 10:00:00,16,23,99,322,30,0.058823529411764705,0.08522727272727273,0.3125,0.23255813953488372,0.5,0.5,0.47058823529411764,0.5660377358490566,0.5625,0.6521739130434783,0.534692513368984,0.14026162790697674,0.35,0.37938401775804664,0.29918478260869563,36.02,168,Medium Engagement,rep_visit,True
403,Tracy,Hernandez,cardiology,medium_value,TERR_09,Boston,MA,hospital,1.4,False,Mixed,3.0,8.0,6.0,5.0,3.0,1.0,0.0,4.0,2.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.4,0.0,2025-06-25 08:00:00,2026-01-01 10:00:00,2025-09-29 16:00:00,2025-12-26 11:00:00,2025-10-23 14:00:00,191,1,95,7,71,0.29411764705882354,0.8108108108108107,0.375,0.24000000000000005,0.3,0.297029702970297,0.47058823529411764,0.9677419354838709,0.1875,0.13574660633484165,0.45039745627980926,0.49383333333333335,0.1494059405940594,0.3347248576850095,0.250065987933635,35.15,182,Medium Engagement,phone_call,True
404,Amanda,Reed,oncology,high_value,TERR_30,Portland,OR,private_practice,1.8,False,Digital-Heavy,6.0,4.0,5.0,3.0,6.0,1.0,1.0,3.0,0.0,3.0,0.16666666666666666,0.25,0.6,0.0,0.5,2025-12-29 16:00:00,2025-11-26 15:00:00,2025-10-30 08:00:00,2025-03-31 13:00:00,2025-12-11 17:00:00,4,37,64,277,22,0.17647058823529413,0.09771986970684039,0.3125,0.3191489361702128,0.6,0.5769230769230769,0.23529411764705882,0.44776119402985076,0.375,0.8823529411764706,0.07248515041195631,0.4575797872340426,0.5453846153846154,0.2851404741000878,0.37230392156862746,32.1,229,Medium Engagement,webinar,True
405,Andrea,Daniels,dermatology,low_value,TERR_34,Raleigh,NC,private_practice,3.3,False,Digital-Heavy,4.0,6.0,1.0,3.0,5.0,0.0,1.0,0.0,1.0,2.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.4,2025-11-12 11:00:00,2025-12-25 14:00:00,2025-09-09 15:00:00,2025-10-31 14:00:00,2025-09-05 08:00:00,51,8,115,63,119,0.17647058823529413,0.3225806451612903,0.0625,0.2068965517241379,0.5,0.20134228187919462,0.35294117647058826,0.7894736842105263,0.25,0.37037037037037035,0.28412397216951296,0.06012931034482759,0.3902684563758389,0.3471104231166151,0.14907407407407408,24.97,349,Medium Engagement,webinar,True
406,Stanley,Morris,cardiology,high_value,TERR_23,New Orleans,LA,private_practice,2.5,False,Mixed,6.0,9.0,5.0,0.0,6.0,2.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.5,2025-12-05 08:00:00,2025-12-08 16:00:00,2025-11-03 17:00:00,,2025-12-24 12:00:00,28,25,60,,9,0.0,0.0,0.3125,0.3333333333333333,0.6,0.7692307692307692,0.5294117647058824,0.5454545454545454,0.375,0.5172413793103449,0.0,0.16041666666666665,0.5838461538461539,0.26791443850267377,0.3826149425287356,24.64,355,Medium Engagement,webinar,True
407,Jacob,Terry,primary_care,medium_value,TERR_20,San Francisco,CA,clinic,2.9,False,Mixed,3.0,8.0,4.0,9.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,0.125,0.5,0.2222222222222222,0.25,2025-05-14 09:00:00,2025-12-24 11:00:00,2025-08-15 16:00:00,2025-11-20 13:00:00,2026-01-01 12:00:00,233,9,140,43,1,0.5294117647058824,0.410958904109589,0.25,0.1764705882352941,0.4,0.9677419354838709,0.47058823529411764,0.7692307692307692,0.1875,0.1140684410646388,0.3521264213447936,0.3602941176470588,0.4385483870967742,0.35752262443438915,0.07906368821292775,33.09,212,Medium Engagement,webinar,True
408,Ashley,Hall,oncology,medium_value,TERR_28,Wichita,KS,hospital,3.0,False,In-Person-Heavy,1.0,3.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,2025-07-25 17:00:00,2025-08-19 12:00:00,2025-08-12 11:00:00,2025-12-29 13:00:00,2025-11-13 12:00:00,161,136,143,4,50,0.23529411764705882,0.8823529411764706,0.5,0.17341040462427745,0.4,0.37499999999999994,0.17647058823529413,0.18072289156626506,0.0625,0.15706806282722513,0.24705882352941178,0.1846820809248555,0.445,0.08908575478384125,0.05016361256544502,22.09,398,Medium Engagement,webinar,True
409,Kimberly,Williams,primary_care,high_value,TERR_47,Atlanta,GA,clinic,1.9,False,Digital-Heavy,6.0,6.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2025-11-24 10:00:00,2025-10-30 17:00:00,2025-09-12 11:00:00,2025-07-21 15:00:00,2025-08-13 14:00:00,39,64,112,165,142,0.11764705882352941,0.15384615384615385,0.125,0.2112676056338028,0.3,0.1744186046511628,0.35294117647058826,0.3191489361702128,0.375,0.4347826086956522,0.0660633484162896,0.07975352112676057,0.12488372093023256,0.3363788068418857,0.19945652173913042,14.11,476,Low Engagement,email,True
410,Julie,Thornton,dermatology,low_value,TERR_46,Columbus,OH,private_practice,2.2,False,In-Person-Heavy,1.0,2.0,3.0,4.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.5,0.6666666666666666,1.0,0.0,2025-03-31 13:00:00,2025-10-06 14:00:00,2025-11-07 11:00:00,2025-11-18 14:00:00,,277,88,56,45,,0.23529411764705882,0.4,0.1875,0.3488372093023256,0.0,0.0,0.11764705882352941,0.2542372881355932,0.0625,0.09771986970684039,0.6505882352941177,0.4593507751937984,0.0,0.33614157527417743,0.038293973941368076,34.32,191,Medium Engagement,rep_visit,True
411,Lisa,Hughes,endocrinology,low_value,TERR_18,Tucson,AZ,hospital,1.7,False,In-Person-Heavy,2.0,9.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.0,0.0,0.5,2025-06-11 10:00:00,2025-12-31 17:00:00,2025-11-12 12:00:00,2025-08-19 10:00:00,2025-07-24 14:00:00,205,2,51,136,162,0.11764705882352941,0.18072289156626506,0.1875,0.37037037037037035,0.2,0.15625,0.5294117647058824,0.9375,0.125,0.12765957446808512,0.07143869596031183,0.13032407407407406,0.34125,0.4574346405228758,0.06303191489361702,19.38,432,Low Engagement,email,True
412,Elizabeth,Hoover,cardiology,low_value,TERR_34,Tulsa,OK,private_practice,6.7,False,Digital-Heavy,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,2025-11-04 08:00:00,2025-12-18 10:00:00,2025-03-06 11:00:00,2025-10-27 09:00:00,2025-06-23 13:00:00,59,15,302,67,193,0.058823529411764705,0.30927835051546393,0.0625,0.09036144578313253,0.1,0.13452914798206278,0.23529411764705882,0.6666666666666666,0.3125,0.33707865168539325,0.07950272892662219,0.036822289156626505,0.056905829596412556,0.328921568627451,0.2611657303370787,13.11,480,Low Engagement,email,True
413,Tina,Simpson,endocrinology,low_value,TERR_20,Arlington,TX,private_practice,7.1,False,Mixed,4.0,8.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.25,0.125,0.0,0.0,0.3333333333333333,2025-11-10 12:00:00,2025-12-10 08:00:00,,2025-05-20 15:00:00,2025-11-07 13:00:00,53,23,,227,56,0.058823529411764705,0.11673151750972763,0.0,0.0,0.3,0.3488372093023256,0.47058823529411764,0.5660377358490566,0.25,0.3614457831325301,0.04099336232547494,0.0,0.3264341085271318,0.31688401775804664,0.27228915662650605,16.6,458,Low Engagement,webinar,True
414,Benjamin,Shaw,primary_care,medium_value,TERR_38,Nashville,TN,private_practice,3.7,False,Digital-Heavy,6.0,6.0,5.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.4,0.5,0.0,2025-12-22 17:00:00,2025-09-10 09:00:00,2025-11-04 17:00:00,2025-08-15 08:00:00,,11,114,59,140,,0.11764705882352941,0.1764705882352941,0.3125,0.33707865168539325,0.0,0.0,0.35294117647058826,0.20833333333333334,0.375,0.7317073170731707,0.3205882352941176,0.36116573033707866,0.0,0.23088235294117648,0.42550813008130084,26.69,319,Medium Engagement,digital_ad,True
415,Brittany,Kane,primary_care,medium_value,TERR_20,Minneapolis,MN,private_practice,1.8,False,Digital-Heavy,6.0,7.0,5.0,6.0,3.0,0.0,1.0,1.0,5.0,2.0,0.0,0.14285714285714285,0.2,0.8333333333333334,0.6666666666666666,2025-12-18 08:00:00,2025-10-24 17:00:00,2025-07-16 17:00:00,2025-12-12 09:00:00,2025-10-31 15:00:00,15,70,170,21,63,0.35294117647058826,0.5882352941176471,0.3125,0.15,0.3,0.3225806451612903,0.4117647058823529,0.3,0.375,0.6666666666666666,0.6401960784313726,0.22375,0.4878494623655914,0.2549579831932773,0.24583333333333332,40.95,77,High Engagement,rep_visit,True
416,Morgan,Alexander,primary_care,medium_value,TERR_19,Wichita,KS,private_practice,1.7,False,Digital-Heavy,2.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.3333333333333333,0.5,0.0,2025-09-02 09:00:00,2025-11-24 10:00:00,2025-12-11 15:00:00,2025-07-17 12:00:00,,122,39,22,169,,0.11764705882352941,0.1507537688442211,0.1875,0.5769230769230769,0.0,0.0,0.17647058823529413,0.4347826086956522,0.125,0.19736842105263158,0.31544487141590305,0.338301282051282,0.0,0.13989769820971867,0.3269736842105263,23.23,380,Medium Engagement,phone_call,True
417,Alicia,Bryant,endocrinology,high_value,TERR_30,Dallas,TX,private_practice,0.5,False,Digital-Heavy,4.0,2.0,6.0,3.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.25,2025-11-24 09:00:00,2025-08-01 09:00:00,2025-09-26 17:00:00,2025-05-06 10:00:00,2025-12-26 12:00:00,39,154,98,241,7,0.17647058823529413,0.11070110701107011,0.375,0.234375,0.4,0.8108108108108107,0.11764705882352941,0.16304347826086957,0.25,0.4347826086956522,0.40841473120613553,0.3260416666666667,0.40716216216216217,0.06790281329923273,0.16195652173913044,30.36,252,Medium Engagement,rep_visit,True
418,Jennifer,Ortiz,primary_care,low_value,TERR_11,Sacramento,CA,private_practice,2.9,False,Digital-Heavy,2.0,7.0,5.0,3.0,2.0,1.0,0.0,4.0,1.0,1.0,0.5,0.0,0.8,0.3333333333333333,0.5,2025-09-10 09:00:00,2025-11-06 13:00:00,2025-12-03 11:00:00,2025-11-10 11:00:00,2025-12-08 13:00:00,114,57,30,53,25,0.17647058823529413,0.3614457831325301,0.3125,0.5,0.2,0.5454545454545454,0.4117647058823529,0.3448275862068966,0.125,0.20833333333333334,0.29189699976376093,0.59375,0.41909090909090907,0.1924949290060852,0.32916666666666666,36.84,150,Medium Engagement,phone_call,True
419,Diana,Moore,primary_care,high_value,TERR_46,El Paso,TX,private_practice,1.5,False,In-Person-Heavy,6.0,11.0,6.0,4.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.16666666666666666,0.75,0.0,2025-12-22 14:00:00,2025-12-30 15:00:00,2025-12-15 13:00:00,2025-10-21 10:00:00,2025-11-26 11:00:00,11,3,18,73,37,0.23529411764705882,0.29126213592233013,0.375,0.625,0.5,0.44776119402985076,0.6470588235294118,0.9090909090909091,0.375,0.7317073170731707,0.5038406624785836,0.3208333333333333,0.23955223880597015,0.3759358288770054,0.2588414634146341,35.84,171,Medium Engagement,rep_visit,True
420,Terrance,Costa,primary_care,low_value,TERR_16,Louisville,KY,hospital,4.1,False,Digital-Heavy,6.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.25,0.0,1.0,0.0,2025-10-24 11:00:00,2025-12-31 08:00:00,,2025-06-04 10:00:00,,70,2,,212,,0.058823529411764705,0.12396694214876033,0.0,0.0,0.0,0.0,0.47058823529411764,0.9375,0.375,0.3,0.5424404472532816,0.0,0.0,0.4536764705882353,0.1725,25.67,341,Medium Engagement,rep_visit,True
421,Matthew,Schwartz,primary_care,high_value,TERR_21,Boston,MA,private_practice,4.1,False,Digital-Heavy,8.0,15.0,4.0,4.0,3.0,2.0,4.0,0.0,2.0,0.0,0.25,0.26666666666666666,0.0,0.5,0.0,2025-12-05 13:00:00,2025-12-30 08:00:00,2025-09-02 15:00:00,2025-08-08 16:00:00,2025-12-18 09:00:00,28,3,122,147,15,0.23529411764705882,0.1694915254237288,0.25,0.19736842105263158,0.3,0.6666666666666666,0.8823529411764706,0.9090909090909091,0.5,0.5172413793103449,0.3544865403788634,0.11447368421052631,0.22333333333333333,0.5798573975044563,0.378448275862069,31.77,234,Medium Engagement,email,True
422,Debra,Christian,dermatology,high_value,TERR_44,Tucson,AZ,private_practice,1.8,False,Digital-Heavy,5.0,16.0,4.0,1.0,6.0,1.0,5.0,2.0,0.0,2.0,0.2,0.3125,0.5,0.0,0.3333333333333333,2025-06-13 15:00:00,2025-12-26 15:00:00,2025-08-12 15:00:00,2025-09-22 13:00:00,2026-01-01 09:00:00,203,7,143,102,1,0.058823529411764705,0.22727272727272727,0.25,0.17341040462427745,0.6,0.9677419354838709,0.9411764705882353,0.8108108108108107,0.3125,0.12875536480686695,0.06310160427807487,0.3596820809248555,0.5402150537634409,0.6007651033386328,0.2195010729613734,32.19,228,Medium Engagement,email,True
423,Melissa,Villarreal,dermatology,medium_value,TERR_24,Albuquerque,NM,private_practice,2.0,False,Mixed,1.0,3.0,10.0,5.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.7,0.4,0.0,2025-06-16 10:00:00,2025-09-25 14:00:00,2025-12-26 15:00:00,2025-09-15 11:00:00,2025-03-31 09:00:00,200,99,7,109,277,0.29411764705882354,0.21582733812949642,0.625,0.8108108108108107,0.1,0.09771986970684039,0.17647058823529413,0.23255813953488372,0.0625,0.13043478260869565,0.3314007617435464,0.6996621621621621,0.04954397394136808,0.09945280437756499,0.044836956521739135,27.09,309,Medium Engagement,phone_call,True
424,Norman,Stewart,primary_care,medium_value,TERR_40,Jacksonville,FL,private_practice,3.6,False,In-Person-Heavy,7.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.3333333333333333,0.0,2025-12-23 08:00:00,2025-12-18 09:00:00,2025-12-30 11:00:00,2025-12-01 15:00:00,2025-02-04 08:00:00,10,15,3,32,332,0.17647058823529413,0.48387096774193555,0.1875,0.9090909090909091,0.1,0.08287292817679558,0.23529411764705882,0.6666666666666666,0.4375,0.75,0.316382036685642,0.23806818181818182,0.046574585635359114,0.20392156862745098,0.35267857142857145,23.53,376,Medium Engagement,digital_ad,True
425,Jennifer,Malone,endocrinology,low_value,TERR_22,Virginia Beach,VA,private_practice,2.5,False,In-Person-Heavy,3.0,4.0,5.0,7.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.6,0.5714285714285714,0.0,2025-11-05 12:00:00,2025-09-10 15:00:00,2025-12-31 16:00:00,2025-12-22 16:00:00,2025-12-08 08:00:00,58,114,2,11,25,0.4117647058823529,0.7317073170731707,0.3125,0.9375,0.6,0.5454545454545454,0.23529411764705882,0.20833333333333334,0.1875,0.3409090909090909,0.5555851608936258,0.58125,0.28909090909090907,0.11225490196078432,0.12443181818181817,37.62,132,Medium Engagement,phone_call,True
426,Monique,Johnson,dermatology,high_value,TERR_29,Houston,TX,clinic,2.1,False,In-Person-Heavy,2.0,8.0,8.0,7.0,4.0,1.0,0.0,2.0,6.0,2.0,0.5,0.0,0.25,0.8571428571428571,0.5,2025-10-23 17:00:00,2025-12-29 12:00:00,2025-12-18 09:00:00,2025-07-03 17:00:00,2025-12-22 10:00:00,71,4,15,183,11,0.4117647058823529,0.14084507042253522,0.5,0.6666666666666666,0.4,0.7317073170731707,0.47058823529411764,0.8823529411764706,0.125,0.297029702970297,0.5802698544206414,0.4083333333333333,0.5163414634146342,0.3176470588235294,0.3469059405940594,45.87,21,High Engagement,rep_visit,True
427,Casey,Welch,endocrinology,high_value,TERR_02,Detroit,MI,private_practice,6.1,False,Mixed,4.0,12.0,6.0,4.0,3.0,0.0,7.0,1.0,2.0,0.0,0.0,0.5833333333333334,0.16666666666666666,0.5,0.0,2026-01-01 13:00:00,2025-12-19 17:00:00,2025-11-24 13:00:00,2025-10-21 09:00:00,2025-07-10 13:00:00,1,14,39,73,176,0.23529411764705882,0.29126213592233013,0.375,0.4347826086956522,0.3,0.14563106796116507,0.7058823529411765,0.6818181818181818,0.25,0.9677419354838709,0.37884066247858367,0.28278985507246374,0.11912621359223301,0.639795008912656,0.2685483870967742,33.03,215,Medium Engagement,email,True
428,Samantha,Bright,oncology,high_value,TERR_08,Nashville,TN,hospital,1.1,False,Digital-Heavy,8.0,17.0,5.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.125,0.23529411764705882,0.0,0.0,0.0,2025-09-10 17:00:00,2025-12-29 10:00:00,2025-12-09 10:00:00,2025-10-14 09:00:00,,114,4,24,80,,0.17647058823529413,0.27272727272727276,0.3125,0.5555555555555556,0.0,0.0,1.0,0.8823529411764706,0.5,0.20833333333333334,0.10748663101604279,0.2048611111111111,0.0,0.5941176470588235,0.25416666666666665,20.05,422,Medium Engagement,email,True
429,Julie,Hamilton,primary_care,high_value,TERR_19,Omaha,NE,private_practice,6.1,False,In-Person-Heavy,1.0,8.0,5.0,7.0,4.0,0.0,4.0,1.0,5.0,1.0,0.0,0.5,0.2,0.7142857142857143,0.25,2025-10-21 10:00:00,2025-12-26 10:00:00,2025-10-08 10:00:00,2025-12-12 10:00:00,2025-11-10 14:00:00,73,7,86,21,53,0.4117647058823529,0.5882352941176471,0.3125,0.25862068965517243,0.4,0.3614457831325301,0.47058823529411764,0.8108108108108107,0.0625,0.29126213592233013,0.5983193277310924,0.2454741379310345,0.31728915662650603,0.5533386327503975,0.07700242718446602,38.66,120,Medium Engagement,rep_visit,True
430,Corey,Schultz,primary_care,low_value,TERR_35,Virginia Beach,VA,private_practice,3.1,False,Mixed,1.0,3.0,9.0,6.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.0,2025-12-19 12:00:00,2025-11-12 12:00:00,2025-09-11 09:00:00,2025-11-04 13:00:00,,14,51,113,59,,0.35294117647058826,0.33707865168539325,0.5625,0.2097902097902098,0.0,0.0,0.17647058823529413,0.37037037037037035,0.0625,0.6818181818181818,0.5066314166115884,0.4884858197358197,0.0,0.29368191721132897,0.15511363636363634,31.7,236,Medium Engagement,rep_visit,True
431,Monique,Wallace,cardiology,low_value,TERR_49,Tulsa,OK,private_practice,4.2,False,In-Person-Heavy,0.0,1.0,4.0,6.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.5,0.8333333333333334,0.0,,2025-03-21 10:00:00,2025-11-13 09:00:00,2025-12-30 13:00:00,,,287,50,3,,0.35294117647058826,0.9090909090909091,0.25,0.37499999999999994,0.0,0.0,0.058823529411764705,0.09463722397476342,0.0,0.0,0.7043672014260249,0.4,0.0,0.03657450361848209,0.0,29.68,263,Medium Engagement,rep_visit,True
432,Heather,Berger,primary_care,medium_value,TERR_33,Portland,OR,private_practice,9.2,False,Digital-Heavy,11.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.0,0.0,1.0,0.0,2025-11-13 14:00:00,2025-12-30 16:00:00,2025-09-08 17:00:00,2025-10-27 17:00:00,2025-06-26 10:00:00,50,3,116,67,190,0.058823529411764705,0.30927835051546393,0.0625,0.2054794520547945,0.1,0.13636363636363638,0.23529411764705882,0.9090909090909091,0.6875,0.37499999999999994,0.5795027289266222,0.059845890410958905,0.05727272727272728,0.2524064171122995,0.32670454545454547,28.41,281,Medium Engagement,rep_visit,True
433,Brandon,Flynn,dermatology,low_value,TERR_41,Dallas,TX,private_practice,2.0,False,In-Person-Heavy,1.0,3.0,5.0,5.0,6.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.4,0.8,0.3333333333333333,2025-07-31 13:00:00,2025-10-30 14:00:00,2025-07-22 14:00:00,2025-11-20 11:00:00,2025-12-17 15:00:00,155,64,164,43,16,0.29411764705882354,0.410958904109589,0.3125,0.15463917525773196,0.6,0.6521739130434783,0.17647058823529413,0.3191489361702128,0.0625,0.16216216216216214,0.5704270749395649,0.3246778350515464,0.47710144927536235,0.1167709637046308,0.05118243243243242,35.67,173,Medium Engagement,rep_visit,True
434,Kelly,Brooks,dermatology,low_value,TERR_21,Colorado Springs,CO,private_practice,1.1,False,Digital-Heavy,0.0,0.0,6.0,3.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,,,2025-07-30 08:00:00,2025-10-10 15:00:00,2025-10-24 14:00:00,,,156,84,70,0.17647058823529413,0.2631578947368421,0.375,0.16129032258064516,0.4,0.3,0.0,0.0,0.0,0.0,0.2722394220846233,0.3114247311827957,0.18,0.0,0.0,18.0,445,Low Engagement,phone_call,True
435,Dustin,Schmidt,primary_care,high_value,TERR_46,Minneapolis,MN,private_practice,2.7,False,In-Person-Heavy,1.0,3.0,11.0,14.0,4.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.7272727272727273,0.7142857142857143,0.0,2025-07-21 08:00:00,2025-11-27 09:00:00,2026-01-02 12:00:00,2025-12-25 17:00:00,2025-09-15 12:00:00,165,36,0,8,109,0.8235294117647058,0.7894736842105263,0.6875,1.0,0.4,0.21582733812949642,0.17647058823529413,0.45454545454545453,0.0625,0.15384615384615385,0.7620964175143742,0.7698863636363635,0.16316546762589929,0.14385026737967915,0.049519230769230774,44.42,40,High Engagement,phone_call,True
436,Ashlee,Sparks,primary_care,medium_value,TERR_08,San Diego,CA,private_practice,0.7,False,Mixed,6.0,9.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.16666666666666666,0.4444444444444444,0.0,0.0,0.0,2025-11-26 16:00:00,2025-12-25 12:00:00,2025-11-11 08:00:00,,2025-06-09 17:00:00,37,8,52,,207,0.0,0.0,0.25,0.36585365853658536,0.2,0.12658227848101264,0.5294117647058824,0.7894736842105263,0.375,0.44776119402985076,0.0,0.14817073170731707,0.08531645569620253,0.5389404884760922,0.2853855721393035,17.03,456,Low Engagement,email,True
437,George,Miller,dermatology,medium_value,TERR_39,Memphis,TN,clinic,4.2,False,Digital-Heavy,3.0,1.0,5.0,15.0,4.0,0.0,0.0,2.0,10.0,1.0,0.0,0.0,0.4,0.6666666666666666,0.25,2025-12-01 14:00:00,2025-10-17 13:00:00,2025-08-29 12:00:00,2025-12-30 11:00:00,2025-09-03 13:00:00,32,77,126,3,121,0.8823529411764706,0.9090909090909091,0.3125,0.1923076923076923,0.4,0.19867549668874174,0.058823529411764705,0.2803738317757009,0.1875,0.48387096774193555,0.7798573975044563,0.3322115384615385,0.2847350993377483,0.0737218251786696,0.15302419354838712,39.14,112,Medium Engagement,rep_visit,True
438,Monica,Harvey,oncology,low_value,TERR_46,Nashville,TN,cancer_center,0.8,False,Mixed,5.0,1.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.2,1.0,0.0,0.5,0.0,2025-12-04 11:00:00,2025-05-07 11:00:00,2025-10-29 15:00:00,2025-05-02 11:00:00,2025-09-29 16:00:00,29,240,65,245,95,0.11764705882352941,0.1090909090909091,0.25,0.31578947368421056,0.4,0.24000000000000005,0.058823529411764705,0.1111111111111111,0.3125,0.5084745762711864,0.30711229946524066,0.13815789473684212,0.168,0.5398692810457517,0.29544491525423733,27.87,295,Medium Engagement,email,True
439,John,Durham,dermatology,medium_value,TERR_04,Baltimore,MD,hospital,3.7,False,Digital-Heavy,4.0,5.0,4.0,2.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,1.0,0.0,2025-10-21 15:00:00,2025-12-23 12:00:00,2025-11-03 14:00:00,2025-03-20 16:00:00,2025-12-31 08:00:00,73,10,60,288,2,0.11764705882352941,0.09433962264150944,0.25,0.3333333333333333,0.6,0.9375,0.29411764705882354,0.75,0.25,0.29126213592233013,0.5541620421753607,0.26666666666666666,0.3675,0.2382352941176471,0.13325242718446603,34.88,185,Medium Engagement,rep_visit,True
